CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
721445658,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,6265.0,1677,4588.0,0.769,8162,89,0.589,0.268,Existing Customer
719787633,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516.0,1913,32603.0,0.84,7535,92,0.673,0.055,Existing Customer
713697933,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516.0,1264,33252.0,0.774,7827,77,0.54,0.037,Existing Customer
712208658,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,1,13165.0,1255,11910.0,0.81,8126,95,0.667,0.095,Existing Customer
708219108,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959.0,1143,8816.0,0.661,7300,77,0.638,0.115,Existing Customer
709065483,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,2,3,9243.0,2019,7224.0,0.707,7841,82,0.608,0.218,Existing Customer
715237683,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737.0,1649,3088.0,0.748,7802,88,0.492,0.348,Existing Customer
712925808,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710.0,0,2710.0,0.999,4724,60,0.395,0.0,Attrited Customer
788931558,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000.0,1739,261.0,0.821,7694,85,0.7,0.87,Existing Customer
717521508,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516.0,2098,32418.0,0.746,6932,87,0.526,0.061,Existing Customer
713688933,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798.0,1509,7289.0,0.845,8020,74,0.721,0.172,Existing Customer
712405908,50,M,2,High School,Unknown,$120K +,Blue,40,1,2,3,24670.0,1623,23047.0,0.791,7772,76,0.652,0.066,Existing Customer
789298833,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,3,23453.0,0,23453.0,0.727,7555,96,0.574,0.0,Existing Customer
715729683,44,M,3,High School,Single,$120K +,Silver,36,1,2,2,34516.0,1106,33410.0,0.776,7936,76,0.767,0.032,Existing Customer
717682233,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139.0,1585,4554.0,0.713,7906,80,0.633,0.258,Existing Customer
712266633,51,F,2,Unknown,Married,$40K - $60K,Blue,36,2,2,1,14800.0,1020,13780.0,0.896,8796,94,0.593,0.069,Existing Customer
719272458,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815.0,1699,8116.0,0.62,7962,89,0.561,0.173,Existing Customer
780769308,49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,3919.0,2278,1641.0,0.672,7685,85,0.518,0.581,Existing Customer
721468533,59,M,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265.0,1412,10853.0,0.643,7470,82,0.783,0.115,Existing Customer
816615633,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256.0,2035,1221.0,0.655,7075,89,0.648,0.625,Existing Customer
720167508,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000.0,2389,16611.0,0.81,7664,74,0.721,0.126,Existing Customer
711152658,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516.0,1635,32881.0,0.768,7219,86,0.564,0.047,Existing Customer
771772083,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,1,1,13197.0,0,13197.0,0.681,8424,84,0.787,0.0,Existing Customer
708419733,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599.0,0,22599.0,1.039,4739,55,0.486,0.0,Attrited Customer
709372608,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457.0,2517,20940.0,0.676,7370,96,0.627,0.107,Existing Customer
788907033,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238.0,2077,3161.0,0.656,7321,73,0.659,0.397,Existing Customer
711136008,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560.0,1298,30262.0,0.681,7641,93,0.632,0.041,Existing Customer
716691783,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218.0,2517,3701.0,0.716,7689,84,0.68,0.405,Existing Customer
812618883,47,M,2,High School,Divorced,Unknown,Silver,42,1,2,2,34516.0,2019,32497.0,0.706,7774,95,0.583,0.058,Existing Customer
715908558,44,M,0,Graduate,Unknown,$60K - $80K,Silver,36,1,1,1,29572.0,1584,27988.0,0.738,7566,88,0.6,0.054,Existing Customer
718024908,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743.0,1705,1038.0,0.605,6993,97,0.54,0.622,Existing Customer
709558608,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844.0,2065,779.0,0.638,7345,73,0.738,0.726,Existing Customer
824177733,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678.0,1710,7968.0,0.745,7682,90,0.579,0.177,Existing Customer
719784708,49,M,0,Unknown,Married,$80K - $120K,Blue,36,1,2,1,26882.0,1673,25209.0,0.691,7409,89,0.534,0.062,Existing Customer
717535083,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207.0,1121,4086.0,0.578,7153,84,0.647,0.215,Existing Customer
712453308,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034.0,1356,13678.0,0.754,7737,84,0.75,0.09,Existing Customer
721008933,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107.0,1995,1112.0,0.668,7535,87,0.673,0.642,Existing Customer
720859533,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,1,12214.0,2379,9835.0,0.769,8426,105,0.544,0.195,Existing Customer
789556533,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070.0,1701,21369.0,0.846,8070,81,0.688,0.074,Existing Customer
717656433,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167.0,988,1179.0,0.619,7199,83,0.729,0.456,Existing Customer
792524358,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516.0,810,33706.0,0.787,7917,95,0.667,0.023,Existing Customer
758211483,45,M,5,Unknown,Married,$60K - $80K,Blue,38,1,2,3,6895.0,2314,4581.0,0.84,8778,85,0.604,0.336,Existing Customer
801380808,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894.0,2517,23377.0,1.046,4847,49,0.815,0.097,Attrited Customer
716329383,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138.0,986,2152.0,1.002,4724,56,0.806,0.314,Attrited Customer
716871633,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055.0,1858,10197.0,0.645,7222,93,0.5,0.154,Existing Customer
718491708,53,F,2,College,Single,Unknown,Blue,38,2,3,3,16592.0,1435,15157.0,0.76,7642,89,0.648,0.086,Existing Customer
787502883,60,F,1,Doctorate,Single,Unknown,Silver,48,1,2,1,34516.0,1542,32974.0,0.603,7443,98,0.556,0.045,Existing Customer
715183308,47,M,3,Post-Graduate,Unknown,Unknown,Silver,38,2,1,2,33184.0,855,32329.0,0.728,7190,93,0.525,0.026,Existing Customer
713872833,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753.0,1845,8908.0,0.689,7302,80,0.702,0.172,Existing Customer
708535158,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,1,3,9959.0,1501,8458.0,0.822,8505,86,0.536,0.151,Existing Customer
711658758,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069.0,1101,968.0,0.741,7307,82,0.745,0.532,Existing Customer
717248583,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362.0,1871,9491.0,0.859,7849,88,0.63,0.165,Existing Customer
713087958,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516.0,1337,33179.0,0.704,7919,85,0.635,0.039,Existing Customer
721495458,44,M,3,Graduate,Married,$60K - $80K,Blue,32,2,1,1,20001.0,0,20001.0,0.742,8094,96,0.6,0.0,Existing Customer
786097158,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786.0,1559,7227.0,0.909,8575,92,0.736,0.177,Existing Customer
712219083,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142.0,1917,5225.0,0.727,7892,83,0.729,0.268,Existing Customer
715327683,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477.0,2517,1960.0,1.022,4996,55,0.486,0.562,Attrited Customer
715624533,41,F,3,Unknown,Unknown,$40K - $60K,Blue,30,1,2,3,5357.0,1272,4085.0,0.708,7730,97,0.54,0.237,Existing Customer
715599633,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516.0,0,34516.0,0.678,7686,89,0.618,0.0,Existing Customer
718958583,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367.0,1606,761.0,0.956,4506,59,0.639,0.678,Attrited Customer
717397983,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402.0,958,22444.0,0.646,7570,98,0.633,0.041,Existing Customer
715037133,40,M,3,Doctorate,Unknown,Less than $40K,Blue,36,1,1,3,4587.0,1771,2816.0,0.647,7479,83,0.694,0.386,Existing Customer
818767458,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565.0,1130,5435.0,0.823,7729,97,0.644,0.172,Existing Customer
778863258,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030.0,0,6030.0,1.031,4983,62,0.442,0.0,Attrited Customer
712075083,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982.0,0,6982.0,1.018,4830,50,0.724,0.0,Attrited Customer
711963183,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128.0,0,5128.0,0.704,7588,98,0.581,0.0,Existing Customer
720903258,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405.0,0,9405.0,1.033,4801,47,0.382,0.0,Attrited Customer
772404633,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516.0,1118,33398.0,0.671,7734,74,0.609,0.032,Existing Customer
713302758,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646.0,1448,13198.0,0.895,8160,92,0.586,0.099,Existing Customer
717859233,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578.0,2517,10061.0,0.875,8362,82,0.64,0.2,Existing Customer
712955433,36,F,4,Uneducated,Unknown,$40K - $60K,Blue,16,1,2,2,4370.0,1222,3148.0,0.648,7223,90,0.552,0.28,Existing Customer
718292283,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416.0,1970,1446.0,0.804,8254,75,0.596,0.577,Existing Customer
713197308,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224.0,0,6224.0,0.63,7612,82,0.783,0.0,Existing Customer
789175683,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741.0,2517,8224.0,1.087,8352,71,0.821,0.234,Existing Customer
811700058,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516.0,687,33829.0,1.015,4822,57,0.295,0.02,Attrited Customer
818476383,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516.0,1514,33002.0,0.736,7333,72,1.0,0.044,Existing Customer
720164358,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058.0,0,6058.0,0.997,4754,60,0.463,0.0,Attrited Customer
710357208,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561.0,915,7646.0,0.637,7341,79,0.491,0.107,Existing Customer
711325308,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959.0,0,9959.0,1.049,4859,64,0.524,0.0,Attrited Customer
721486908,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645.0,2076,5569.0,0.759,7710,75,0.875,0.272,Existing Customer
711210633,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922.0,1124,798.0,0.766,8049,76,0.434,0.585,Existing Customer
712570458,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625.0,1640,3985.0,0.893,7890,75,0.875,0.292,Existing Customer
712058133,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274.0,708,1566.0,0.677,7735,74,0.682,0.311,Existing Customer
708153558,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516.0,1802,32714.0,0.871,7936,101,0.485,0.052,Existing Customer
709893858,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422.0,2108,7314.0,0.891,4633,58,0.611,0.224,Attrited Customer
709225758,48,F,3,Post-Graduate,Married,Unknown,Blue,37,2,1,3,7469.0,2474,4995.0,0.674,8213,86,0.623,0.331,Existing Customer
709984083,43,F,3,Unknown,Single,Less than $40K,Blue,36,2,2,2,3849.0,1281,2568.0,0.777,7930,90,0.607,0.333,Existing Customer
711854808,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516.0,0,34516.0,0.965,4734,57,0.541,0.0,Attrited Customer
822125283,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778.0,1351,3427.0,0.785,7590,74,0.682,0.283,Existing Customer
717340608,51,F,3,High School,Single,Unknown,Gold,39,1,1,2,34516.0,1873,32643.0,0.629,7703,104,0.677,0.054,Existing Customer
711084183,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168.0,2265,2903.0,0.715,8211,80,0.818,0.438,Existing Customer
720891633,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199.0,0,3199.0,1.047,4805,59,0.639,0.0,Attrited Customer
719607183,55,F,2,Graduate,Single,Unknown,Blue,42,2,3,2,21046.0,1631,19415.0,0.731,7653,95,0.638,0.077,Existing Customer
715839708,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516.0,2452,32064.0,0.707,7111,82,0.608,0.071,Existing Customer
717008358,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540.0,0,6540.0,0.723,7919,88,0.6,0.0,Existing Customer
769152783,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141.0,1811,6330.0,1.043,5043,53,0.432,0.222,Attrited Customer
788240358,40,F,5,Graduate,Married,Unknown,Silver,24,2,1,2,33441.0,686,32755.0,0.761,8452,83,0.509,0.021,Existing Customer
716098683,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496.0,1816,3680.0,0.678,7985,93,0.603,0.33,Existing Customer
802675983,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794.0,1544,2250.0,0.72,7872,80,0.538,0.407,Existing Customer
712716108,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785.0,2130,3655.0,0.813,7950,86,0.593,0.368,Existing Customer
709238358,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387.0,810,18577.0,0.746,7604,87,0.642,0.042,Existing Customer
708682908,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838.0,1934,904.0,0.873,8644,87,0.554,0.681,Existing Customer
812794983,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086.0,1974,2112.0,0.775,7932,87,0.642,0.483,Existing Customer
708968733,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987.0,0,31987.0,0.814,7926,83,0.537,0.0,Existing Customer
779315508,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043.0,1974,7069.0,1.027,4638,48,0.655,0.218,Attrited Customer
740065833,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128.0,2517,8611.0,0.8,8526,93,0.661,0.226,Existing Customer
721063533,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062.0,2058,1004.0,0.622,7289,75,0.705,0.672,Existing Customer
718189908,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981.0,2135,21846.0,0.749,7885,86,0.564,0.089,Existing Customer
780064983,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516.0,942,33574.0,0.75,7665,86,0.593,0.027,Existing Customer
770920908,39,F,0,Unknown,Single,$40K - $60K,Silver,26,1,1,1,22054.0,1146,20908.0,0.842,8055,82,0.673,0.052,Existing Customer
718046433,53,F,2,Graduate,Unknown,Less than $40K,Blue,35,1,2,3,2199.0,693,1506.0,0.654,7342,86,0.483,0.315,Existing Customer
711842508,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303.0,1580,7723.0,0.877,7825,87,0.45,0.17,Existing Customer
772869033,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516.0,1342,33174.0,0.69,7283,89,0.648,0.039,Existing Customer
715298808,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566.0,1618,5948.0,0.72,7570,88,0.544,0.214,Existing Customer
708877458,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343.0,0,11343.0,0.709,8027,94,0.679,0.0,Existing Customer
787496733,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155.0,1287,13868.0,0.868,7724,79,0.58,0.085,Existing Customer
789469083,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795.0,0,10795.0,0.855,7855,81,0.528,0.0,Existing Customer
709497108,44,F,2,High School,Married,Less than $40K,Blue,36,2,1,0,6633.0,1322,5311.0,0.698,8396,106,0.738,0.199,Existing Customer
784819758,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.0,2128,6444.0,0.821,7850,94,0.516,0.248,Existing Customer
720412308,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516.0,2330,32186.0,0.693,7635,75,0.667,0.068,Existing Customer
719178183,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516.0,2517,31999.0,0.759,8186,85,0.635,0.073,Existing Customer
789560433,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895.0,0,14895.0,1.043,5147,53,0.559,0.0,Attrited Customer
712931733,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636.0,1257,1379.0,0.661,7136,82,0.608,0.477,Existing Customer
714417183,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511.0,2220,7291.0,0.712,7041,95,0.532,0.233,Existing Customer
771097683,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896.0,2517,8379.0,1.028,4935,58,0.487,0.231,Attrited Customer
713824983,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401.0,1085,7316.0,0.696,7697,98,0.508,0.129,Existing Customer
715360458,45,F,3,Graduate,Divorced,Unknown,Blue,36,2,3,2,12406.0,1980,10426.0,0.791,8113,90,0.5,0.16,Existing Customer
711736083,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769.0,274,6495.0,0.998,4885,54,0.35,0.04,Attrited Customer
714821433,45,F,4,College,Married,Less than $40K,Blue,36,2,1,1,2737.0,0,2737.0,0.71,7587,80,0.569,0.0,Existing Customer
779263533,34,F,2,Graduate,Unknown,Unknown,Silver,16,2,2,1,32292.0,1731,30561.0,0.751,7564,76,0.81,0.054,Existing Customer
773988708,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516.0,1588,32928.0,0.745,7512,81,0.688,0.046,Existing Customer
719623083,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987.0,1992,13995.0,0.739,8302,81,0.841,0.125,Existing Customer
718304583,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,Attrited Customer
720198183,42,M,5,College,Married,$40K - $60K,Blue,27,1,3,1,2437.0,1718,719.0,0.608,8028,77,0.54,0.705,Existing Customer
780545133,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557.0,985,3572.0,0.592,7333,91,0.596,0.216,Existing Customer
711128433,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949.0,829,10120.0,0.749,7685,91,0.596,0.076,Existing Customer
789960783,39,F,1,Graduate,Unknown,Less than $40K,Silver,30,1,2,3,10398.0,1630,8768.0,0.755,7702,81,0.688,0.157,Existing Customer
709556208,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361.0,1873,20488.0,0.701,7586,94,0.567,0.084,Existing Customer
712053033,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841.0,1411,2430.0,0.785,8444,81,0.688,0.367,Existing Customer
794482158,46,M,3,College,Single,$80K - $120K,Silver,32,2,1,3,34516.0,1954,32562.0,0.755,7594,69,0.725,0.057,Existing Customer
780450708,58,M,1,College,Single,$120K +,Silver,45,1,3,2,34516.0,0,34516.0,0.964,4864,48,0.548,0.0,Attrited Customer
710016708,44,F,3,Graduate,Married,Less than $40K,Silver,26,1,3,1,10877.0,1802,9075.0,0.706,7974,90,0.731,0.166,Existing Customer
709434408,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848.0,1481,4367.0,0.711,8417,95,0.462,0.253,Existing Customer
778716783,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,2,1,11552.0,1970,9582.0,0.705,7180,96,0.548,0.171,Existing Customer
712447758,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901.0,2517,9384.0,0.781,7998,82,0.608,0.211,Existing Customer
779435883,37,M,3,High School,Unknown,$80K - $120K,Blue,19,1,2,2,2273.0,0,2273.0,0.828,7899,79,0.646,0.0,Existing Customer
719918358,57,F,3,Graduate,Unknown,Less than $40K,Blue,36,2,2,1,3082.0,2507,575.0,0.687,7787,89,0.508,0.813,Existing Customer
720474408,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298.0,1898,7400.0,0.655,8427,87,0.776,0.204,Existing Customer
719401158,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,1,2,3,4136.0,0,4136.0,0.64,7739,97,0.59,0.0,Existing Customer
778430733,45,M,5,High School,Unknown,$60K - $80K,Blue,25,1,5,1,12399.0,1461,10938.0,0.645,7855,82,0.414,0.118,Existing Customer
717583908,57,M,1,High School,Single,$80K - $120K,Blue,45,1,6,1,15030.0,1395,13635.0,0.625,7603,81,0.588,0.093,Existing Customer
823519458,44,F,3,Graduate,Married,Less than $40K,Blue,40,1,1,3,6441.0,2151,4290.0,0.64,7123,94,0.492,0.334,Existing Customer
712381683,42,F,4,Unknown,Married,Unknown,Blue,36,1,4,2,7469.0,837,6632.0,0.828,8281,80,0.739,0.112,Existing Customer
716045508,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,3,3569.0,1054,2515.0,0.775,7963,85,0.574,0.295,Existing Customer
820936533,47,M,3,Graduate,Unknown,Less than $40K,Blue,43,1,3,3,2781.0,1950,831.0,0.98,9331,93,0.5,0.701,Existing Customer
721227258,51,M,1,Post-Graduate,Married,$120K +,Silver,31,2,5,2,34516.0,1991,32525.0,0.718,7520,79,0.681,0.058,Existing Customer
771304383,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,3,4174.0,2507,1667.0,0.832,7905,86,0.755,0.601,Existing Customer
717600483,50,M,2,Unknown,Married,$60K - $80K,Blue,43,2,2,1,23223.0,628,22595.0,0.837,7358,87,0.642,0.027,Existing Customer
778865583,46,M,3,Graduate,Married,Less than $40K,Blue,27,1,2,2,6954.0,1502,5452.0,0.624,7510,89,0.648,0.216,Existing Customer
709871658,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,7136.0,2345,4791.0,0.699,7729,86,0.654,0.329,Existing Customer
818280108,43,F,4,High School,Single,Less than $40K,Blue,38,1,1,1,1820.0,0,1820.0,0.708,7714,91,0.596,0.0,Existing Customer
716350008,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937.0,1633,1304.0,0.857,8235,102,0.522,0.556,Existing Customer
778172583,46,F,3,High School,Single,Less than $40K,Blue,36,1,3,2,6636.0,2399,4237.0,0.681,7023,86,0.654,0.362,Existing Customer
719121708,41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,31497.0,2192,29305.0,0.868,7685,92,0.533,0.07,Existing Customer
714342033,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1.038,4863,56,0.474,0.0,Attrited Customer
788811558,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959.0,1022,937.0,0.78,7847,65,0.857,0.522,Existing Customer
788943333,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516.0,989,33527.0,1.021,4810,55,0.341,0.029,Attrited Customer
719258433,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801.0,2018,5783.0,0.684,7561,91,0.685,0.259,Existing Customer
717895833,55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455.0,1837,4618.0,0.717,8001,99,0.707,0.285,Existing Customer
711550983,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343.0,1175,10168.0,0.699,8313,107,0.672,0.104,Existing Customer
714077583,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981.0,593,23388.0,0.987,4758,65,0.512,0.025,Attrited Customer
720939933,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879.0,0,2879.0,1.031,4684,56,0.556,0.0,Attrited Customer
716725008,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667.0,2191,5476.0,0.682,7886,94,0.679,0.286,Existing Customer
788824083,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516.0,1022,33494.0,0.743,8202,88,0.913,0.03,Existing Customer
716335983,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713.0,1590,5123.0,0.847,7946,85,0.667,0.237,Existing Customer
719157933,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984.0,1429,9555.0,0.751,7850,85,0.635,0.13,Existing Customer
716704158,50,M,1,Doctorate,Married,$120K +,Blue,39,2,3,2,34516.0,2517,31999.0,0.778,8087,86,0.509,0.073,Existing Customer
716258358,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058.0,1534,21524.0,0.701,7009,82,0.708,0.067,Existing Customer
827904183,40,M,4,Uneducated,Married,$120K +,Blue,36,2,2,2,17606.0,1377,16229.0,0.861,8104,83,0.627,0.078,Existing Customer
820394733,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516.0,1464,33052.0,0.689,7690,87,0.673,0.042,Existing Customer
716574033,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000.0,1829,16171.0,0.675,7149,86,0.623,0.102,Existing Customer
736786908,48,F,2,College,Married,Less than $40K,Blue,41,2,2,2,5550.0,2517,3033.0,0.767,6984,85,0.545,0.454,Existing Customer
774099708,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621.0,0,1621.0,0.779,7400,86,0.686,0.0,Existing Customer
714282333,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244.0,0,3244.0,0.765,7495,97,0.54,0.0,Existing Customer
717471933,45,M,2,Unknown,Married,$40K - $60K,Blue,27,2,2,3,5800.0,1434,4366.0,0.715,8202,89,0.679,0.247,Existing Customer
818316108,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550.0,1421,1129.0,0.819,8063,72,0.714,0.557,Existing Customer
