items,item_count,support,customers,churn_rate
Age_Group_Middle + Education_Level_High School + Marital_Status_Single,3,0.044534412955465584,451,0.12638580931263857
Education_Level_High School + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.044534412955465584,451,0.011086474501108648
Age_Group_Young + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.044534412955465584,451,0.019955654101995565
Age_Group_Young + Income_Category_Less than $40K + Utilization_Level_High,3,0.044336921102004545,449,0.0779510022271715
Education_Level_Graduate + Utilization_Level_Low + Marital_Status_Married,3,0.044336921102004545,449,0.2739420935412027
Age_Group_Young + Transaction_Count_Level_Medium + Marital_Status_Single,3,0.04423817517527402,448,0.078125
Education_Level_Graduate + Income_Category_Less than $40K + Marital_Status_Single,3,0.0441394292485435,447,0.20134228187919462
Age_Group_Old + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.0441394292485435,447,0.14093959731543623
Education_Level_Graduate + Transaction_Count_Level_High + Marital_Status_Married,3,0.0441394292485435,447,0.011185682326621925
Age_Group_Middle + Education_Level_High School + Transaction_Count_Level_High,3,0.0441394292485435,447,0.011185682326621925
Education_Level_Graduate + Marital_Status_Single + Transaction_Amount_Level_Medium,3,0.044040683321812976,446,0.06278026905829596
Transaction_Amount_Level_Low + Transaction_Count_Level_Low + Education_Level_Unknown,3,0.04394193739508245,445,0.35280898876404493
Utilization_Level_Low + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.04384319146835193,444,0.14189189189189189
Income_Category_Less than $40K + Age_Group_Middle + Inactivity_Level_Few,3,0.04384319146835193,444,0.038288288288288286
Marital_Status_Single + Income_Category_Unknown,2,0.04384319146835193,444,0.17567567567567569
Income_Category_$80K - $120K + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.043645699614890884,442,0.10180995475113122
Education_Level_Uneducated + Marital_Status_Single + Inactivity_Level_Moderate,3,0.04354695368816036,441,0.19501133786848074
Age_Group_Old + Inactivity_Level_Moderate + Marital_Status_Married,3,0.04344820776142984,440,0.10909090909090909
Income_Category_$80K - $120K + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.043349461834699315,439,0.3234624145785877
Income_Category_$40K - $60K + Transaction_Amount_Level_High + Transaction_Count_Level_High,3,0.043349461834699315,439,0.011389521640091117
Income_Category_$80K - $120K + Age_Group_Middle + Utilization_Level_Medium,3,0.0432507159079688,438,0.10273972602739725
Income_Category_$80K - $120K + Transaction_Count_Level_High,2,0.043053224054507754,436,0.034403669724770644
Income_Category_$40K - $60K + Inactivity_Level_Few,2,0.043053224054507754,436,0.04357798165137615
Age_Group_Middle + Education_Level_High School + Transaction_Amount_Level_Medium,3,0.042756986274316185,433,0.06928406466512702
Education_Level_Graduate + Age_Group_Middle + Inactivity_Level_Few,3,0.04265824034758566,432,0.03009259259259259
Utilization_Level_Medium + Income_Category_Unknown,2,0.04265824034758566,432,0.09027777777777778
Education_Level_Unknown + Inactivity_Level_Moderate + Marital_Status_Single,3,0.04265824034758566,432,0.2175925925925926
Income_Category_$40K - $60K + Transaction_Amount_Level_Low + Inactivity_Level_Moderate,3,0.04255949442085514,431,0.33642691415313225
Utilization_Level_Low + Marital_Status_Single + Transaction_Amount_Level_Low,3,0.04255949442085514,431,0.5638051044083526
Education_Level_Uneducated + Transaction_Amount_Level_Low + Transaction_Count_Level_Low,3,0.04255949442085514,431,0.3480278422273782
Income_Category_$80K - $120K + Transaction_Amount_Level_Low + Inactivity_Level_Moderate,3,0.04236200256739409,429,0.2634032634032634
Transaction_Amount_Level_High + Marital_Status_Single + Education_Level_Graduate,3,0.04226325664066357,428,0.09345794392523364
Income_Category_$40K - $60K + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.04206576478720253,426,0.39906103286384975
Education_Level_Graduate + Utilization_Level_Low + Marital_Status_Single,3,0.04196701886047201,425,0.3129411764705882
Utilization_Level_Low + Transaction_Count_Level_High + Marital_Status_Married,3,0.04196701886047201,425,0.03058823529411765
Age_Group_Old + Transaction_Count_Level_Low + Marital_Status_Married,3,0.04196701886047201,425,0.15764705882352942
Income_Category_$60K - $80K + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.041868272933741485,424,0.08490566037735849
Utilization_Level_Low + Marital_Status_Single + Transaction_Count_Level_High,3,0.04167078108028044,422,0.05687203791469194
Income_Category_$60K - $80K + Education_Level_Graduate,2,0.04167078108028044,422,0.12322274881516587
Utilization_Level_Low + Age_Group_Middle + Education_Level_High School,3,0.041572035153549916,421,0.30403800475059384
Income_Category_$40K - $60K + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.041572035153549916,421,0.011876484560570071
Education_Level_Uneducated + Age_Group_Middle + Marital_Status_Married,3,0.04147328922681939,420,0.1523809523809524
Transaction_Count_Level_Low + Education_Level_High School + Marital_Status_Married,3,0.04137454330008887,419,0.26968973747016706
Utilization_Level_Low + Transaction_Count_Level_Medium + Marital_Status_Married,3,0.04137454330008887,419,0.17422434367541767
Income_Category_$60K - $80K + Age_Group_Middle + Marital_Status_Married,3,0.04127579737335835,418,0.13157894736842105
Utilization_Level_Low + Age_Group_Middle + Inactivity_Level_Few,3,0.041177051446627824,417,0.06474820143884892
Income_Category_$40K - $60K + Transaction_Amount_Level_High + Inactivity_Level_Moderate,3,0.040979559593166785,415,0.10120481927710843
Age_Group_Young + Utilization_Level_High + Marital_Status_Married,3,0.04088081366643626,414,0.06521739130434782
Education_Level_Graduate + Marital_Status_Single + Transaction_Count_Level_High,3,0.04088081366643626,414,0.016908212560386472
Income_Category_$60K - $80K + Transaction_Count_Level_High,2,0.04078206773970574,413,0.031476997578692496
Income_Category_$40K - $60K + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.04078206773970574,413,0.10411622276029056
Utilization_Level_Low + Income_Category_Unknown,2,0.04078206773970574,413,0.2784503631961259
Transaction_Count_Level_Medium + Age_Group_Middle + Education_Level_High School,3,0.04058457588624469,411,0.07785888077858881
Income_Category_$60K - $80K + Transaction_Amount_Level_High,2,0.04058457588624469,411,0.10948905109489052
Utilization_Level_High + Age_Group_Middle + Education_Level_High School,3,0.04058457588624469,411,0.06569343065693431
Age_Group_Old + Education_Level_Graduate,2,0.04058457588624469,411,0.1362530413625304
Transaction_Amount_Level_Low + Education_Level_High School + Marital_Status_Married,3,0.04048582995951417,410,0.22195121951219512
Utilization_Level_Low + Income_Category_Less than $40K + Marital_Status_Married,3,0.04038708403278365,409,0.38141809290953543
Transaction_Amount_Level_High + Income_Category_Less than $40K + Education_Level_Graduate,3,0.040288338106053125,408,0.06372549019607843
Education_Level_Graduate + Transaction_Count_Level_Medium + Marital_Status_Married,3,0.0401895921793226,407,0.09828009828009827
Income_Category_Unknown + Transaction_Amount_Level_Medium,2,0.0401895921793226,407,0.09336609336609336
Income_Category_Less than $40K + Age_Group_Middle + Education_Level_High School,3,0.0401895921793226,407,0.14742014742014742
Income_Category_$40K - $60K + Age_Group_Middle + Transaction_Count_Level_High,3,0.0401895921793226,407,0.009828009828009828
Income_Category_$60K - $80K + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.04009084625259208,406,0.3078817733990148
Age_Group_Middle + Education_Level_High School + Utilization_Level_Medium,3,0.04009084625259208,406,0.0812807881773399
Transaction_Count_Level_Medium + Education_Level_High School + Transaction_Amount_Level_Medium,3,0.04009084625259208,406,0.012315270935960592
Transaction_Amount_Level_Low + Inactivity_Level_Few + Marital_Status_Married,3,0.04009084625259208,406,0.08374384236453201
Income_Category_$80K - $120K + Marital_Status_Single + Inactivity_Level_Moderate,3,0.039992100325861556,405,0.18765432098765433
Marital_Status_Married + Inactivity_Level_Few + Utilization_Level_Medium,3,0.03989335439913103,404,0.034653465346534656
Income_Category_$60K - $80K + Transaction_Amount_Level_Low + Inactivity_Level_Moderate,3,0.03979460847240052,403,0.25806451612903225
Age_Group_Young + Income_Category_Less than $40K + Marital_Status_Single,3,0.039695862545669994,402,0.16666666666666666
Age_Group_Old + Transaction_Amount_Level_Low + Inactivity_Level_Moderate,3,0.03949837069220895,400,0.2075
Utilization_Level_High + Income_Category_Less than $40K + Inactivity_Level_Few,3,0.03949837069220895,400,0.025
Income_Category_$40K - $60K + Transaction_Amount_Level_High + Age_Group_Middle,3,0.03949837069220895,400,0.0825
Utilization_Level_Medium + Transaction_Count_Level_Medium + Marital_Status_Married,3,0.039399624765478425,399,0.06516290726817042
Marital_Status_Single + Transaction_Count_Level_High + Transaction_Amount_Level_Medium,3,0.039399624765478425,399,0.0
Age_Group_Old + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.0393008788387479,398,0.24874371859296482
Transaction_Amount_Level_High + Transaction_Count_Level_Medium + Marital_Status_Single,3,0.0393008788387479,398,0.23366834170854273
Age_Group_Young + Marital_Status_Single + Transaction_Amount_Level_Medium,3,0.03920213291201738,397,0.08312342569269521
Education_Level_Graduate + Marital_Status_Single + Utilization_Level_Medium,3,0.03920213291201738,397,0.09319899244332494
Income_Category_$80K - $120K + Transaction_Count_Level_Low + Age_Group_Middle,3,0.03900464105855633,395,0.3240506329113924
Education_Level_Graduate + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.03900464105855633,395,0.07341772151898734
Transaction_Count_Level_Low + Inactivity_Level_Few + Marital_Status_Married,3,0.03890589513182581,394,0.09137055837563451
Income_Category_$40K - $60K + Utilization_Level_High + Age_Group_Middle,3,0.03890589513182581,394,0.06852791878172589
Income_Category_$40K - $60K + Age_Group_Middle + Marital_Status_Single,3,0.03890589513182581,394,0.1649746192893401
Transaction_Count_Level_Medium + Income_Category_Unknown,2,0.03880714920509529,393,0.06615776081424936
Utilization_Level_Low + Income_Category_Less than $40K + Marital_Status_Single,3,0.038708403278364764,392,0.3647959183673469
Age_Group_Middle + Education_Level_Unknown + Transaction_Amount_Level_Medium,3,0.038708403278364764,392,0.07142857142857142
Utilization_Level_High + Inactivity_Level_Few + Marital_Status_Married,3,0.0384121654981732,389,0.010282776349614395
Income_Category_$60K - $80K + Marital_Status_Single + Inactivity_Level_Moderate,3,0.03831341957144268,388,0.16237113402061856
Income_Category_$40K - $60K + Education_Level_Graduate + Inactivity_Level_Moderate,3,0.03831341957144268,388,0.16752577319587628
Transaction_Count_Level_Low + Transaction_Amount_Level_Medium,2,0.03831341957144268,388,0.5902061855670103
Income_Category_Less than $40K + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.038214673644712156,387,0.20155038759689922
Transaction_Amount_Level_High + Inactivity_Level_Few + Marital_Status_Married,3,0.038214673644712156,387,0.028423772609819122
Education_Level_College + Marital_Status_Single,2,0.03811592771798163,386,0.16321243523316062
Education_Level_Graduate + Income_Category_Less than $40K + Transaction_Count_Level_High,3,0.03801718179125111,385,0.007792207792207792
Transaction_Amount_Level_High + Income_Category_Unknown,2,0.03801718179125111,385,0.05454545454545454
Income_Category_$60K - $80K + Age_Group_Middle + Utilization_Level_Medium,3,0.03791843586452059,384,0.0625
Utilization_Level_Low + Income_Category_$120K +,2,0.03791843586452059,384,0.2421875
Age_Group_Old + Utilization_Level_Low,2,0.03791843586452059,384,0.3307291666666667
Education_Level_Graduate + Transaction_Count_Level_High + Utilization_Level_Medium,3,0.037819689937790064,383,0.013054830287206266
Education_Level_Graduate + Utilization_Level_Low + Transaction_Count_Level_Low,3,0.03772094401105954,382,0.6413612565445026
Income_Category_$40K - $60K + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.03772094401105954,382,0.08900523560209424
Income_Category_$60K - $80K + Utilization_Level_Low + Inactivity_Level_Moderate,3,0.03762219808432902,381,0.28083989501312334
Age_Group_Middle + Education_Level_Unknown + Marital_Status_Single,3,0.03762219808432902,381,0.1942257217847769
Income_Category_$40K - $60K + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.03762219808432902,381,0.12073490813648294
Transaction_Amount_Level_High + Transaction_Count_Level_Medium + Marital_Status_Married,3,0.0375234521575985,380,0.23421052631578948
Transaction_Count_Level_Low + Age_Group_Middle + Education_Level_High School,3,0.0375234521575985,380,0.3973684210526316
Transaction_Count_Level_Medium + Transaction_Amount_Level_High + Income_Category_Less than $40K,3,0.0375234521575985,380,0.14736842105263157
Age_Group_Old + Transaction_Count_Level_Medium,2,0.0375234521575985,380,0.07894736842105263
Utilization_Level_Medium + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.0375234521575985,380,0.05
Transaction_Count_Level_High + Income_Category_Unknown,2,0.03742470623086798,379,0.002638522427440633
Income_Category_Less than $40K + Education_Level_Graduate + Transaction_Count_Level_Low,3,0.03742470623086798,379,0.46965699208443273
Utilization_Level_Low + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.03732596030413746,378,0.35185185185185186
Education_Level_Graduate + Income_Category_Less than $40K + Transaction_Amount_Level_Medium,3,0.03712846845067641,376,0.10106382978723404
Education_Level_Graduate + Utilization_Level_High + Marital_Status_Single,3,0.03702972252394589,375,0.08533333333333333
Transaction_Count_Level_Medium + Education_Level_Graduate + Income_Category_Less than $40K,3,0.03702972252394589,375,0.07733333333333334
Age_Group_Old + Marital_Status_Single + Inactivity_Level_Moderate,3,0.036930976597215365,374,0.15508021390374332
Income_Category_$80K - $120K + Transaction_Amount_Level_Low + Age_Group_Middle,3,0.036930976597215365,374,0.2807486631016043
Transaction_Amount_Level_High + Age_Group_Old,2,0.036930976597215365,374,0.09358288770053476
Marital_Status_Unknown + Age_Group_Middle + Inactivity_Level_Moderate,3,0.036930976597215365,374,0.20588235294117646
Transaction_Amount_Level_High + Education_Level_Graduate + Utilization_Level_Medium,3,0.036930976597215365,374,0.06417112299465241
Education_Level_Uneducated + Income_Category_Less than $40K + Inactivity_Level_Moderate,3,0.03673348474375432,372,0.1774193548387097
Education_Level_Uneducated + Utilization_Level_Low + Inactivity_Level_Moderate,3,0.036634738817023796,371,0.31805929919137466
Income_Category_$40K - $60K + Age_Group_Middle + Transaction_Amount_Level_Medium,3,0.036634738817023796,371,0.0646900269541779
Income_Category_$120K + + Age_Group_Middle + Inactivity_Level_Moderate,3,0.036634738817023796,371,0.18598382749326145
Education_Level_Uneducated + Transaction_Count_Level_High + Transaction_Amount_Level_High,3,0.03653599289029327,370,0.043243243243243246
Education_Level_Unknown + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.03653599289029327,370,0.0891891891891892
Utilization_Level_Low + Age_Group_Young + Marital_Status_Single,3,0.03643724696356275,369,0.24932249322493225
Education_Level_Unknown + Inactivity_Level_Few,2,0.036338501036832234,368,0.0625
Education_Level_Uneducated + Transaction_Count_Level_Low + Inactivity_Level_Moderate,3,0.036338501036832234,368,0.4266304347826087
Income_Category_$40K - $60K + Age_Group_Middle + Utilization_Level_Medium,3,0.036338501036832234,368,0.09510869565217392
Income_Category_$80K - $120K + Age_Group_Middle + Marital_Status_Single,3,0.03623975511010171,367,0.1771117166212534
Age_Group_Young + Income_Category_Less than $40K + Marital_Status_Married,3,0.03614100918337119,366,0.13387978142076504
Education_Level_Graduate + Utilization_Level_Low + Transaction_Amount_Level_Low,3,0.03614100918337119,366,0.5655737704918032
Transaction_Count_Level_High + Inactivity_Level_Few + Marital_Status_Married,3,0.036042263256640665,365,0.0027397260273972603
Age_Group_Middle + Transaction_Count_Level_Medium + Education_Level_Unknown,3,0.03594351732991014,364,0.08791208791208792
Income_Category_Less than $40K + Inactivity_Level_Few + Marital_Status_Married,3,0.03584477140317962,363,0.03581267217630854
Age_Group_Old + Transaction_Amount_Level_Medium,2,0.035746025476449096,362,0.08839779005524862
Education_Level_Post-Graduate + Inactivity_Level_Moderate,2,0.03564727954971857,361,0.19113573407202217
Transaction_Amount_Level_High + Education_Level_College,2,0.03554853362298805,360,0.06944444444444445
Utilization_Level_High + Income_Category_Less than $40K + Education_Level_High School,3,0.03554853362298805,360,0.06944444444444445
Age_Group_Young + Utilization_Level_High + Marital_Status_Single,3,0.03554853362298805,360,0.08888888888888889
Transaction_Count_Level_Medium + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.03554853362298805,360,0.12222222222222222
Transaction_Count_Level_Medium + Education_Level_Unknown + Transaction_Amount_Level_Medium,3,0.03544978769625753,359,0.011142061281337047
Education_Level_Uneducated + Transaction_Amount_Level_Low + Inactivity_Level_Moderate,3,0.03544978769625753,359,0.3593314763231198
Marital_Status_Divorced + Age_Group_Middle + Inactivity_Level_Moderate,3,0.035351041769527004,358,0.18994413407821228
Education_Level_Graduate + Transaction_Amount_Level_Low + Utilization_Level_Medium,3,0.035351041769527004,358,0.17039106145251395
Education_Level_Uneducated + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.035351041769527004,358,0.09776536312849161
Education_Level_Graduate + Utilization_Level_Low + Transaction_Count_Level_Medium,3,0.03525229584279648,357,0.1484593837535014
Transaction_Count_Level_Low + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.03525229584279648,357,0.43977591036414565
Utilization_Level_Low + Education_Level_College,2,0.035153549916065965,356,0.2696629213483146
Education_Level_Uneducated + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.035153549916065965,356,0.06741573033707865
Education_Level_Graduate + Utilization_Level_High + Transaction_Count_Level_High,3,0.035153549916065965,356,0.0028089887640449437
Income_Category_$60K - $80K + Utilization_Level_Low + Age_Group_Middle,3,0.035153549916065965,356,0.22752808988764045
Education_Level_Graduate + Transaction_Amount_Level_Low + Income_Category_Less than $40K,3,0.03505480398933544,355,0.4112676056338028
Utilization_Level_Low + Income_Category_Less than $40K + Transaction_Count_Level_Low,3,0.03505480398933544,355,0.8084507042253521
Income_Category_$40K - $60K + Education_Level_High School,2,0.03505480398933544,355,0.14366197183098592
Income_Category_$80K - $120K + Transaction_Count_Level_Medium + Inactivity_Level_Moderate,3,0.03505480398933544,355,0.1295774647887324
Age_Group_Middle + Income_Category_Less than $40K + Education_Level_Unknown,3,0.03495605806260492,354,0.1864406779661017
Education_Level_Uneducated + Age_Group_Young,2,0.03495605806260492,354,0.13559322033898305
Income_Category_$120K + + Marital_Status_Married,2,0.03495605806260492,354,0.14689265536723164
Transaction_Amount_Level_Low + Marital_Status_Single + Utilization_Level_Medium,3,0.03495605806260492,354,0.2655367231638418
Education_Level_Graduate + Transaction_Count_Level_Low + Utilization_Level_Medium,3,0.034857312135874396,353,0.1954674220963173
Income_Category_$40K - $60K + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.034857312135874396,353,0.26062322946175637
Education_Level_Uneducated + Inactivity_Level_Moderate + Transaction_Amount_Level_High,3,0.034758566209143874,352,0.09943181818181818
Transaction_Amount_Level_High + Utilization_Level_High + Education_Level_Graduate,3,0.034758566209143874,352,0.014204545454545454
Age_Group_Old + Transaction_Count_Level_High,2,0.03465982028241335,351,0.019943019943019943
Income_Category_$40K - $60K + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.03465982028241335,351,0.09971509971509972
Income_Category_$80K - $120K + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.03465982028241335,351,0.05982905982905983
Education_Level_Uneducated + Inactivity_Level_Moderate + Transaction_Amount_Level_Medium,3,0.03465982028241335,351,0.08831908831908832
Education_Level_College + Transaction_Count_Level_High,2,0.03456107435568283,350,0.017142857142857144
Education_Level_Graduate + Utilization_Level_High + Transaction_Amount_Level_Medium,3,0.03456107435568283,350,0.045714285714285714
Transaction_Amount_Level_High + Utilization_Level_High + Transaction_Count_Level_Medium,3,0.034462328428952305,349,0.03724928366762178
Income_Category_$40K - $60K + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.034462328428952305,349,0.017191977077363897
Income_Category_$80K - $120K + Transaction_Count_Level_Low + Marital_Status_Married,3,0.034462328428952305,349,0.20916905444126074
Transaction_Amount_Level_Low + Transaction_Count_Level_Medium,2,0.03436358250222178,348,0.10057471264367816
Utilization_Level_High + Transaction_Count_Level_High + Transaction_Amount_Level_Medium,3,0.03426483657549126,347,0.0
Utilization_Level_Low + Age_Group_Middle + Education_Level_Unknown,3,0.03426483657549126,347,0.31412103746397696
Education_Level_Graduate + Utilization_Level_High + Transaction_Count_Level_Low,3,0.03426483657549126,347,0.22478386167146974
Income_Category_$40K - $60K + Transaction_Count_Level_Low + Marital_Status_Married,3,0.034166090648760736,346,0.2947976878612717
Transaction_Amount_Level_Low + Age_Group_Middle + Education_Level_High School,3,0.034166090648760736,346,0.34971098265895956
Income_Category_Less than $40K + Education_Level_College,2,0.03406734472203021,345,0.14202898550724638
Utilization_Level_Medium + Income_Category_Less than $40K + Marital_Status_Married,3,0.03406734472203021,345,0.10144927536231885
Income_Category_Less than $40K + Transaction_Count_Level_Low + Marital_Status_Single,3,0.0339685987952997,344,0.6133720930232558
Income_Category_$40K - $60K + Education_Level_Graduate + Age_Group_Middle,3,0.0339685987952997,344,0.17151162790697674
Transaction_Amount_Level_High + Education_Level_Unknown + Transaction_Count_Level_High,3,0.0339685987952997,344,0.029069767441860465
Utilization_Level_Medium + Age_Group_Young + Marital_Status_Married,3,0.0339685987952997,344,0.0872093023255814
Transaction_Amount_Level_Low + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.033869852868569174,343,0.3760932944606414
Age_Group_Young + Utilization_Level_High + Transaction_Amount_Level_Low,3,0.033869852868569174,343,0.14285714285714285
Transaction_Count_Level_Low + Education_Level_College,2,0.033869852868569174,343,0.37900874635568516
Age_Group_Young + Education_Level_High School + Inactivity_Level_Moderate,3,0.033869852868569174,343,0.15743440233236153
Income_Category_$80K - $120K + Age_Group_Middle + Transaction_Amount_Level_Medium,3,0.033869852868569174,343,0.04956268221574344
Income_Category_$80K - $120K + Education_Level_Graduate + Inactivity_Level_Moderate,3,0.033869852868569174,343,0.16326530612244897
Income_Category_Less than $40K + Marital_Status_Single + Utilization_Level_Medium,3,0.03377110694183865,342,0.13450292397660818
Education_Level_Uneducated + Utilization_Level_Low + Age_Group_Middle,3,0.03377110694183865,342,0.27485380116959063
Education_Level_Graduate + Utilization_Level_High + Transaction_Amount_Level_Low,3,0.03377110694183865,342,0.19005847953216373
Transaction_Amount_Level_Low + Education_Level_College,2,0.03377110694183865,342,0.30994152046783624
Utilization_Level_High + Education_Level_High School + Marital_Status_Married,3,0.03377110694183865,342,0.05555555555555555
Income_Category_$80K - $120K + Transaction_Amount_Level_High + Age_Group_Middle,3,0.03367236101510813,341,0.15249266862170088
Age_Group_Young + Marital_Status_Single + Transaction_Count_Level_High,3,0.03367236101510813,341,0.026392961876832845
Inactivity_Level_Many + Marital_Status_Married,2,0.03367236101510813,341,0.21994134897360704
Income_Category_$40K - $60K + Utilization_Level_High + Marital_Status_Married,3,0.03367236101510813,341,0.06744868035190615
Education_Level_Graduate + Utilization_Level_High + Transaction_Count_Level_Medium,3,0.03367236101510813,341,0.020527859237536656
Transaction_Count_Level_Low + Income_Category_Unknown,2,0.033573615088377605,340,0.47058823529411764
Marital_Status_Single + Inactivity_Level_Few + Transaction_Amount_Level_Medium,3,0.033573615088377605,340,0.020588235294117647
Age_Group_Old + Income_Category_Less than $40K + Inactivity_Level_Moderate,3,0.033573615088377605,340,0.15
Age_Group_Young + Education_Level_Unknown,2,0.033573615088377605,340,0.15294117647058825
Income_Category_$80K - $120K + Inactivity_Level_Few,2,0.033573615088377605,340,0.05
Education_Level_Uneducated + Inactivity_Level_Moderate + Transaction_Count_Level_High,3,0.03337612323491656,338,0.04142011834319527
Income_Category_$80K - $120K + Transaction_Amount_Level_Low + Marital_Status_Married,3,0.03337612323491656,338,0.19230769230769232
Education_Level_Uneducated + Age_Group_Middle + Marital_Status_Single,3,0.03337612323491656,338,0.19230769230769232
Income_Category_Less than $40K + Transaction_Count_Level_High + Transaction_Amount_Level_Medium,3,0.03337612323491656,338,0.0
Age_Group_Old + Utilization_Level_High + Inactivity_Level_Moderate,3,0.03337612323491656,338,0.06804733727810651
Transaction_Amount_Level_Low + Income_Category_Less than $40K + Marital_Status_Single,3,0.033277377308186036,337,0.5074183976261127
Utilization_Level_High + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.033277377308186036,337,0.10089020771513353
Transaction_Count_Level_Medium + Marital_Status_Single + Inactivity_Level_Few,3,0.033277377308186036,337,0.02373887240356083
Education_Level_Uneducated + Age_Group_Middle + Transaction_Amount_Level_High,3,0.033277377308186036,337,0.07418397626112759
Income_Category_$40K - $60K + Utilization_Level_Low + Inactivity_Level_Moderate,3,0.033277377308186036,337,0.4094955489614243
Education_Level_Graduate + Age_Group_Young + Marital_Status_Married,3,0.03317863138145551,336,0.14285714285714285
Transaction_Count_Level_High + Marital_Status_Married + Transaction_Amount_Level_Medium,3,0.03317863138145551,336,0.0
Transaction_Count_Level_Low + Marital_Status_Single + Utilization_Level_Medium,3,0.03298113952799447,334,0.3203592814371258
Education_Level_Uneducated + Utilization_Level_High + Inactivity_Level_Moderate,3,0.03288239360126395,333,0.12612612612612611
Income_Category_$80K - $120K + Education_Level_Graduate + Age_Group_Middle,3,0.03288239360126395,333,0.14114114114114115
Income_Category_$80K - $120K + Transaction_Count_Level_Medium + Age_Group_Middle,3,0.03278364767453343,332,0.1144578313253012
Income_Category_$60K - $80K + Age_Group_Middle + Marital_Status_Single,3,0.03278364767453343,332,0.13253012048192772
Education_Level_Graduate + Utilization_Level_Low + Transaction_Amount_Level_Medium,3,0.03278364767453343,332,0.11746987951807229
Education_Level_Graduate + Income_Category_Unknown,2,0.03278364767453343,332,0.14759036144578314
Utilization_Level_High + Education_Level_College,2,0.03278364767453343,332,0.09036144578313253
Transaction_Amount_Level_High + Utilization_Level_Low + Education_Level_Graduate,3,0.03278364767453343,332,0.18072289156626506
Education_Level_Graduate + Inactivity_Level_Few + Marital_Status_Married,3,0.032684901747802905,331,0.04229607250755287
Transaction_Count_Level_Low + Age_Group_Middle + Inactivity_Level_Few,3,0.032684901747802905,331,0.12084592145015106
Age_Group_Young + Marital_Status_Single + Transaction_Amount_Level_Low,3,0.032684901747802905,331,0.24169184290030213
Income_Category_$80K - $120K + Age_Group_Middle + Transaction_Count_Level_High,3,0.032684901747802905,331,0.02416918429003021
Income_Category_$80K - $120K + Transaction_Amount_Level_High + Transaction_Count_Level_High,3,0.032684901747802905,331,0.045317220543806644
Income_Category_$80K - $120K + Age_Group_Young,2,0.03258615582107238,330,0.13333333333333333
Transaction_Amount_Level_Low + Age_Group_Middle + Inactivity_Level_Few,3,0.03258615582107238,330,0.12121212121212122
Education_Level_Graduate + Transaction_Count_Level_Low + Marital_Status_Single,3,0.03248740989434186,329,0.49544072948328266
Transaction_Amount_Level_High + Utilization_Level_Low + Transaction_Count_Level_Medium,3,0.032388663967611336,328,0.43902439024390244
Age_Group_Middle + Marital_Status_Married + Income_Category_Unknown,3,0.032388663967611336,328,0.16158536585365854
Transaction_Amount_Level_High + Education_Level_Unknown + Inactivity_Level_Moderate,3,0.032388663967611336,328,0.14329268292682926
Inactivity_Level_Moderate + Marital_Status_Married + Income_Category_Unknown,3,0.03228991804088081,327,0.17737003058103976
Income_Category_$60K - $80K + Age_Group_Young,2,0.03228991804088081,327,0.13761467889908258
Education_Level_Uneducated + Age_Group_Middle + Transaction_Amount_Level_Medium,3,0.03228991804088081,327,0.0672782874617737
Education_Level_Unknown + Inactivity_Level_Moderate + Utilization_Level_Medium,3,0.03219117211415029,326,0.12883435582822086
Age_Group_Middle + Education_Level_Unknown + Utilization_Level_Medium,3,0.03219117211415029,326,0.10736196319018405
Education_Level_Post-Graduate + Age_Group_Middle,2,0.03219117211415029,326,0.18404907975460122
Income_Category_$80K - $120K + Transaction_Count_Level_Medium + Transaction_Amount_Level_Medium,3,0.03219117211415029,326,0.006134969325153374
Education_Level_College + Inactivity_Level_Moderate + Marital_Status_Married,3,0.03209242618741977,325,0.18461538461538463
